"rules","support","confidence","lift"
"{各具特色的民居,和田的维吾尔,为人民服务,一夜的工作} => {卖火柴的小女孩,凡卡}",0.031,1,7.462
"{卖火柴的小女孩,凡卡,为人民服务,一夜的工作} => {顶碗少年}",0.031,1,4.619
"{顶碗少年,为人民服务,一夜的工作} => {卖火柴的小女孩,凡卡}",0.031,0.75,5.596
"{卖火柴的小女孩,凡卡,为人民服务,一夜的工作} => {手指}",0.031,1,5.706
"{手指,为人民服务,一夜的工作} => {卖火柴的小女孩,凡卡}",0.031,0.6,4.477
"{卖火柴的小女孩,凡卡,手指} => {为人民服务,一夜的工作}",0.031,0.75,14.55
"{北京的春节,藏戏,为人民服务,一夜的工作} => {鲁宾孙漂流记}",0.031,1,6.929
"{鲁宾孙漂流记,为人民服务,一夜的工作} => {北京的春节,藏戏}",0.031,0.75,6.614
"{北京的春节,藏戏,为人民服务,一夜的工作} => {十六年前的回忆,灯光}",0.031,1,6.467
"{十六年前的回忆,灯光,为人民服务,一夜的工作} => {北京的春节,藏戏}",0.031,1,8.818
"{北京的春节,藏戏,为人民服务,一夜的工作} => {桃花心木}",0.031,1,5.706
"{桃花心木,为人民服务,一夜的工作} => {北京的春节,藏戏}",0.031,1,8.818
"{北京的春节,藏戏,为人民服务,一夜的工作} => {各具特色的民居,和田的维吾尔}",0.031,1,5.706
"{各具特色的民居,和田的维吾尔,为人民服务,一夜的工作} => {北京的春节,藏戏}",0.031,1,8.818
"{北京的春节,藏戏,各具特色的民居,和田的维吾尔} => {为人民服务,一夜的工作}",0.031,0.6,11.64
"{北京的春节,藏戏,为人民服务,一夜的工作} => {顶碗少年}",0.031,1,4.619
"{顶碗少年,为人民服务,一夜的工作} => {北京的春节,藏戏}",0.031,0.75,6.614
"{北京的春节,藏戏,为人民服务,一夜的工作} => {手指}",0.031,1,5.706
"{手指,为人民服务,一夜的工作} => {北京的春节,藏戏}",0.031,0.6,5.291
"{鲁宾孙漂流记,为人民服务,一夜的工作} => {十六年前的回忆,灯光}",0.031,0.75,4.85
"{十六年前的回忆,灯光,为人民服务,一夜的工作} => {鲁宾孙漂流记}",0.031,1,6.929
"{鲁宾孙漂流记,为人民服务,一夜的工作} => {桃花心木}",0.031,0.75,4.279
"{桃花心木,为人民服务,一夜的工作} => {鲁宾孙漂流记}",0.031,1,6.929
"{鲁宾孙漂流记,为人民服务,一夜的工作} => {各具特色的民居,和田的维吾尔}",0.031,0.75,4.279
"{各具特色的民居,和田的维吾尔,为人民服务,一夜的工作} => {鲁宾孙漂流记}",0.031,1,6.929
"{鲁宾孙漂流记,为人民服务,一夜的工作} => {顶碗少年}",0.031,0.75,3.464
"{顶碗少年,为人民服务,一夜的工作} => {鲁宾孙漂流记}",0.031,0.75,5.196
"{鲁宾孙漂流记,为人民服务,一夜的工作} => {手指}",0.041,1,5.706
"{手指,为人民服务,一夜的工作} => {鲁宾孙漂流记}",0.041,0.8,5.543
"{十六年前的回忆,灯光,为人民服务,一夜的工作} => {桃花心木}",0.031,1,5.706
"{桃花心木,为人民服务,一夜的工作} => {十六年前的回忆,灯光}",0.031,1,6.467
"{十六年前的回忆,灯光,为人民服务,一夜的工作} => {各具特色的民居,和田的维吾尔}",0.031,1,5.706
"{各具特色的民居,和田的维吾尔,为人民服务,一夜的工作} => {十六年前的回忆,灯光}",0.031,1,6.467
"{十六年前的回忆,灯光,为人民服务,一夜的工作} => {顶碗少年}",0.031,1,4.619
"{顶碗少年,为人民服务,一夜的工作} => {十六年前的回忆,灯光}",0.031,0.75,4.85
"{顶碗少年,十六年前的回忆,灯光} => {为人民服务,一夜的工作}",0.031,0.6,11.64
"{十六年前的回忆,灯光,为人民服务,一夜的工作} => {手指}",0.031,1,5.706
"{手指,为人民服务,一夜的工作} => {十六年前的回忆,灯光}",0.031,0.6,3.88
"{十六年前的回忆,灯光,手指} => {为人民服务,一夜的工作}",0.031,0.6,11.64
"{桃花心木,为人民服务,一夜的工作} => {各具特色的民居,和田的维吾尔}",0.031,1,5.706
"{各具特色的民居,和田的维吾尔,为人民服务,一夜的工作} => {桃花心木}",0.031,1,5.706
"{各具特色的民居,和田的维吾尔,桃花心木} => {为人民服务,一夜的工作}",0.031,0.75,14.55
"{桃花心木,为人民服务,一夜的工作} => {顶碗少年}",0.031,1,4.619
"{顶碗少年,为人民服务,一夜的工作} => {桃花心木}",0.031,0.75,4.279
"{桃花心木,为人民服务,一夜的工作} => {手指}",0.031,1,5.706
"{手指,为人民服务,一夜的工作} => {桃花心木}",0.031,0.6,3.424
"{各具特色的民居,和田的维吾尔,为人民服务,一夜的工作} => {顶碗少年}",0.031,1,4.619
"{顶碗少年,为人民服务,一夜的工作} => {各具特色的民居,和田的维吾尔}",0.031,0.75,4.279
"{顶碗少年,各具特色的民居,和田的维吾尔} => {为人民服务,一夜的工作}",0.031,0.6,11.64
"{各具特色的民居,和田的维吾尔,为人民服务,一夜的工作} => {手指}",0.031,1,5.706
"{手指,为人民服务,一夜的工作} => {各具特色的民居,和田的维吾尔}",0.031,0.6,3.424
"{各具特色的民居,和田的维吾尔,手指} => {为人民服务,一夜的工作}",0.031,0.6,11.64
"{顶碗少年,为人民服务,一夜的工作} => {手指}",0.041,1,5.706
"{手指,为人民服务,一夜的工作} => {顶碗少年}",0.041,0.8,3.695
"{灯光,真理诞生于一百个问号之后} => {和田的维吾尔}",0.021,0.667,12.933
"{灯光,和田的维吾尔} => {真理诞生于一百个问号之后}",0.021,0.667,6.467
"{灯光,真理诞生于一百个问号之后} => {汤姆<U+2022>索亚历险记}",0.021,0.667,4.311
"{灯光,和田的维吾尔} => {汤姆<U+2022>索亚历险记}",0.031,1,6.467
"{灯光,汤姆<U+2022>索亚历险记} => {和田的维吾尔}",0.031,0.75,14.55
"{和田的维吾尔,汤姆<U+2022>索亚历险记} => {灯光}",0.031,0.75,14.55
"{灯光,和田的维吾尔} => {鲁宾孙漂流记}",0.021,0.667,4.619
"{灯光,和田的维吾尔} => {手指}",0.021,0.667,3.804
"{和田的维吾尔,手指} => {灯光}",0.021,0.667,12.933
"{灯光,我最好的老师} => {汤姆<U+2022>索亚历险记}",0.021,1,6.467
"{汤姆<U+2022>索亚历险记,我最好的老师} => {灯光}",0.021,0.667,12.933
"{灯光,鲁宾孙漂流记} => {汤姆<U+2022>索亚历险记}",0.021,1,6.467
"{灯光,手指} => {汤姆<U+2022>索亚历险记}",0.021,1,6.467
"{灯光,鲁宾孙漂流记} => {手指}",0.021,1,5.706
"{灯光,手指} => {鲁宾孙漂流记}",0.021,1,6.929
"{和田的维吾尔,真理诞生于一百个问号之后} => {汤姆<U+2022>索亚历险记}",0.021,1,6.467
"{和田的维吾尔,我最好的老师} => {汤姆<U+2022>索亚历险记}",0.021,1,6.467
"{汤姆<U+2022>索亚历险记,我最好的老师} => {和田的维吾尔}",0.021,0.667,12.933
"{藏戏,和田的维吾尔} => {一夜的工作}",0.021,1,6.929
"{和田的维吾尔,一夜的工作} => {藏戏}",0.021,1,13.857
"{和田的维吾尔,鲁宾孙漂流记} => {汤姆<U+2022>索亚历险记}",0.021,1,6.467
"{和田的维吾尔,手指} => {汤姆<U+2022>索亚历险记}",0.021,0.667,4.311
"{和田的维吾尔,鲁宾孙漂流记} => {手指}",0.021,1,5.706
"{和田的维吾尔,手指} => {鲁宾孙漂流记}",0.021,0.667,4.619
"{藏戏,我最好的老师} => {汤姆<U+2022>索亚历险记}",0.021,0.667,4.311
"{汤姆<U+2022>索亚历险记,我最好的老师} => {藏戏}",0.021,0.667,9.238
"{藏戏,汤姆<U+2022>索亚历险记} => {我最好的老师}",0.021,0.667,5.879
"{藏戏,汤姆<U+2022>索亚历险记} => {一夜的工作}",0.021,0.667,4.619
"{汤姆<U+2022>索亚历险记,一夜的工作} => {藏戏}",0.021,1,13.857
"{藏戏,十六年前的回忆,灯光} => {一夜的工作}",0.021,1,6.929
"{十六年前的回忆,灯光,一夜的工作} => {藏戏}",0.021,1,13.857
"{藏戏,顶碗少年} => {一夜的工作}",0.021,0.667,4.619
"{顶碗少年,一夜的工作} => {藏戏}",0.021,1,13.857
"{手指,一夜的工作} => {藏戏}",0.021,1,13.857
"{藏戏,十六年前的回忆,灯光} => {顶碗少年}",0.021,1,4.619
"{藏戏,顶碗少年} => {十六年前的回忆,灯光}",0.021,0.667,4.311
"{藏戏,十六年前的回忆,灯光} => {手指}",0.021,1,5.706
"{藏戏,顶碗少年} => {手指}",0.031,1,5.706
"{藏戏,手指} => {顶碗少年}",0.031,0.75,3.464
"{卖火柴的小女孩,凡卡,一夜的工作} => {鲁宾孙漂流记}",0.093,1,6.929
"{鲁宾孙漂流记,一夜的工作} => {卖火柴的小女孩,凡卡}",0.093,1,7.462
"{鲁宾孙漂流记,卖火柴的小女孩,凡卡} => {一夜的工作}",0.093,0.692,4.797
"{十六年前的回忆,灯光,一夜的工作} => {顶碗少年}",0.021,1,4.619
"{顶碗少年,一夜的工作} => {十六年前的回忆,灯光}",0.021,1,6.467
"{十六年前的回忆,灯光,一夜的工作} => {手指}",0.021,1,5.706
"{手指,一夜的工作} => {十六年前的回忆,灯光}",0.021,1,6.467
"{顶碗少年,一夜的工作} => {手指}",0.021,1,5.706
"{手指,一夜的工作} => {顶碗少年}",0.021,1,4.619
"{北京的春节,藏戏,卖火柴的小女孩,凡卡} => {鲁宾孙漂流记}",0.031,1,6.929
"{北京的春节,藏戏,鲁宾孙漂流记} => {卖火柴的小女孩,凡卡}",0.031,1,7.462
"{北京的春节,藏戏,卖火柴的小女孩,凡卡} => {十六年前的回忆,灯光}",0.031,1,6.467
"{卖火柴的小女孩,凡卡,十六年前的回忆,灯光} => {北京的春节,藏戏}",0.031,1,8.818
"{北京的春节,藏戏,十六年前的回忆,灯光} => {卖火柴的小女孩,凡卡}",0.031,1,7.462
"{北京的春节,藏戏,卖火柴的小女孩,凡卡} => {桃花心木}",0.031,1,5.706
"{卖火柴的小女孩,凡卡,桃花心木} => {北京的春节,藏戏}",0.031,1,8.818
"{北京的春节,藏戏,卖火柴的小女孩,凡卡} => {各具特色的民居,和田的维吾尔}",0.031,1,5.706
"{各具特色的民居,和田的维吾尔,卖火柴的小女孩,凡卡} => {北京的春节,藏戏}",0.031,1,8.818
"{北京的春节,藏戏,各具特色的民居,和田的维吾尔} => {卖火柴的小女孩,凡卡}",0.031,0.6,4.477
"{北京的春节,藏戏,卖火柴的小女孩,凡卡} => {顶碗少年}",0.031,1,4.619
"{顶碗少年,卖火柴的小女孩,凡卡} => {北京的春节,藏戏}",0.031,1,8.818
"{北京的春节,藏戏,卖火柴的小女孩,凡卡} => {手指}",0.031,1,5.706
"{卖火柴的小女孩,凡卡,手指} => {北京的春节,藏戏}",0.031,0.75,6.614
"{卖火柴的小女孩,凡卡,十六年前的回忆,灯光} => {鲁宾孙漂流记}",0.031,1,6.929
"{鲁宾孙漂流记,十六年前的回忆,灯光} => {卖火柴的小女孩,凡卡}",0.031,1,7.462
"{卖火柴的小女孩,凡卡,桃花心木} => {鲁宾孙漂流记}",0.031,1,6.929
"{鲁宾孙漂流记,桃花心木} => {卖火柴的小女孩,凡卡}",0.031,1,7.462
"{各具特色的民居,和田的维吾尔,卖火柴的小女孩,凡卡} => {鲁宾孙漂流记}",0.031,1,6.929
"{各具特色的民居,和田的维吾尔,鲁宾孙漂流记} => {卖火柴的小女孩,凡卡}",0.031,1,7.462
"{顶碗少年,卖火柴的小女孩,凡卡} => {鲁宾孙漂流记}",0.031,1,6.929
"{顶碗少年,鲁宾孙漂流记} => {卖火柴的小女孩,凡卡}",0.031,1,7.462
"{卖火柴的小女孩,凡卡,手指} => {鲁宾孙漂流记}",0.041,1,6.929
"{鲁宾孙漂流记,手指} => {卖火柴的小女孩,凡卡}",0.041,0.8,5.969
"{卖火柴的小女孩,凡卡,十六年前的回忆,灯光} => {桃花心木}",0.031,1,5.706
"{卖火柴的小女孩,凡卡,桃花心木} => {十六年前的回忆,灯光}",0.031,1,6.467
"{十六年前的回忆,灯光,桃花心木} => {卖火柴的小女孩,凡卡}",0.031,1,7.462
"{卖火柴的小女孩,凡卡,十六年前的回忆,灯光} => {各具特色的民居,和田的维吾尔}",0.031,1,5.706
"{各具特色的民居,和田的维吾尔,卖火柴的小女孩,凡卡} => {十六年前的回忆,灯光}",0.031,1,6.467
"{卖火柴的小女孩,凡卡,十六年前的回忆,灯光} => {顶碗少年}",0.031,1,4.619
"{顶碗少年,卖火柴的小女孩,凡卡} => {十六年前的回忆,灯光}",0.031,1,6.467
"{顶碗少年,十六年前的回忆,灯光} => {卖火柴的小女孩,凡卡}",0.031,0.6,4.477
"{卖火柴的小女孩,凡卡,十六年前的回忆,灯光} => {手指}",0.031,1,5.706
"{卖火柴的小女孩,凡卡,手指} => {十六年前的回忆,灯光}",0.031,0.75,4.85
"{十六年前的回忆,灯光,手指} => {卖火柴的小女孩,凡卡}",0.031,0.6,4.477
"{卖火柴的小女孩,凡卡,桃花心木} => {各具特色的民居,和田的维吾尔}",0.031,1,5.706
"{各具特色的民居,和田的维吾尔,卖火柴的小女孩,凡卡} => {桃花心木}",0.031,1,5.706
"{各具特色的民居,和田的维吾尔,桃花心木} => {卖火柴的小女孩,凡卡}",0.031,0.75,5.596
"{卖火柴的小女孩,凡卡,桃花心木} => {顶碗少年}",0.031,1,4.619
"{顶碗少年,卖火柴的小女孩,凡卡} => {桃花心木}",0.031,1,5.706
"{卖火柴的小女孩,凡卡,桃花心木} => {手指}",0.031,1,5.706
"{卖火柴的小女孩,凡卡,手指} => {桃花心木}",0.031,0.75,4.279
"{各具特色的民居,和田的维吾尔,卖火柴的小女孩,凡卡} => {顶碗少年}",0.031,1,4.619
"{顶碗少年,卖火柴的小女孩,凡卡} => {各具特色的民居,和田的维吾尔}",0.031,1,5.706
"{顶碗少年,各具特色的民居,和田的维吾尔} => {卖火柴的小女孩,凡卡}",0.031,0.6,4.477
"{各具特色的民居,和田的维吾尔,卖火柴的小女孩,凡卡} => {手指}",0.031,1,5.706
"{卖火柴的小女孩,凡卡,手指} => {各具特色的民居,和田的维吾尔}",0.031,0.75,4.279
"{各具特色的民居,和田的维吾尔,手指} => {卖火柴的小女孩,凡卡}",0.031,0.6,4.477
"{顶碗少年,卖火柴的小女孩,凡卡} => {手指}",0.031,1,5.706
"{卖火柴的小女孩,凡卡,手指} => {顶碗少年}",0.031,0.75,3.464
"{北京的春节,藏戏,鲁宾孙漂流记} => {十六年前的回忆,灯光}",0.031,1,6.467
"{北京的春节,藏戏,十六年前的回忆,灯光} => {鲁宾孙漂流记}",0.031,1,6.929
"{鲁宾孙漂流记,十六年前的回忆,灯光} => {北京的春节,藏戏}",0.031,1,8.818
"{北京的春节,藏戏,鲁宾孙漂流记} => {桃花心木}",0.031,1,5.706
"{鲁宾孙漂流记,桃花心木} => {北京的春节,藏戏}",0.031,1,8.818
"{北京的春节,藏戏,鲁宾孙漂流记} => {各具特色的民居,和田的维吾尔}",0.031,1,5.706
"{北京的春节,藏戏,各具特色的民居,和田的维吾尔} => {鲁宾孙漂流记}",0.031,0.6,4.157
"{各具特色的民居,和田的维吾尔,鲁宾孙漂流记} => {北京的春节,藏戏}",0.031,1,8.818
"{北京的春节,藏戏,鲁宾孙漂流记} => {顶碗少年}",0.031,1,4.619
"{顶碗少年,鲁宾孙漂流记} => {北京的春节,藏戏}",0.031,1,8.818
"{北京的春节,藏戏,鲁宾孙漂流记} => {手指}",0.031,1,5.706
"{鲁宾孙漂流记,手指} => {北京的春节,藏戏}",0.031,0.6,5.291
"{北京的春节,藏戏,十六年前的回忆,灯光} => {桃花心木}",0.031,1,5.706
"{十六年前的回忆,灯光,桃花心木} => {北京的春节,藏戏}",0.031,1,8.818
"{北京的春节,藏戏,十六年前的回忆,灯光} => {各具特色的民居,和田的维吾尔}",0.031,1,5.706
"{北京的春节,藏戏,各具特色的民居,和田的维吾尔} => {十六年前的回忆,灯光}",0.031,0.6,3.88
"{北京的春节,藏戏,十六年前的回忆,灯光} => {顶碗少年}",0.031,1,4.619
"{顶碗少年,十六年前的回忆,灯光} => {北京的春节,藏戏}",0.031,0.6,5.291
"{北京的春节,藏戏,十六年前的回忆,灯光} => {手指}",0.031,1,5.706
"{十六年前的回忆,灯光,手指} => {北京的春节,藏戏}",0.031,0.6,5.291
"{北京的春节,藏戏,各具特色的民居,和田的维吾尔} => {桃花心木}",0.041,0.8,4.565
"{各具特色的民居,和田的维吾尔,桃花心木} => {北京的春节,藏戏}",0.041,1,8.818
"{北京的春节,藏戏,桃花心木} => {顶碗少年}",0.103,1,4.619
"{北京的春节,藏戏,顶碗少年} => {桃花心木}",0.103,1,5.706
"{顶碗少年,桃花心木} => {北京的春节,藏戏}",0.103,0.625,5.511
"{北京的春节,藏戏,桃花心木} => {手指}",0.103,1,5.706
"{北京的春节,藏戏,手指} => {桃花心木}",0.103,1,5.706
"{手指,桃花心木} => {北京的春节,藏戏}",0.103,1,8.818
"{北京的春节,藏戏,各具特色的民居,和田的维吾尔} => {顶碗少年}",0.041,0.8,3.695
"{顶碗少年,各具特色的民居,和田的维吾尔} => {北京的春节,藏戏}",0.041,0.8,7.055
"{北京的春节,藏戏,各具特色的民居,和田的维吾尔} => {手指}",0.041,0.8,4.565
"{各具特色的民居,和田的维吾尔,手指} => {北京的春节,藏戏}",0.041,0.8,7.055
"{北京的春节,藏戏,顶碗少年} => {手指}",0.103,1,5.706
"{北京的春节,藏戏,手指} => {顶碗少年}",0.103,1,4.619
"{顶碗少年,手指} => {北京的春节,藏戏}",0.103,0.714,6.299
"{鲁宾孙漂流记,汤姆<U+2022>索亚历险记} => {手指}",0.021,1,5.706
"{手指,汤姆<U+2022>索亚历险记} => {鲁宾孙漂流记}",0.021,1,6.929
"{鲁宾孙漂流记,十六年前的回忆,灯光} => {桃花心木}",0.031,1,5.706
"{鲁宾孙漂流记,桃花心木} => {十六年前的回忆,灯光}",0.031,1,6.467
"{十六年前的回忆,灯光,桃花心木} => {鲁宾孙漂流记}",0.031,1,6.929
"{鲁宾孙漂流记,十六年前的回忆,灯光} => {各具特色的民居,和田的维吾尔}",0.031,1,5.706
"{各具特色的民居,和田的维吾尔,鲁宾孙漂流记} => {十六年前的回忆,灯光}",0.031,1,6.467
"{鲁宾孙漂流记,十六年前的回忆,灯光} => {顶碗少年}",0.031,1,4.619
"{顶碗少年,鲁宾孙漂流记} => {十六年前的回忆,灯光}",0.031,1,6.467
"{顶碗少年,十六年前的回忆,灯光} => {鲁宾孙漂流记}",0.031,0.6,4.157
"{鲁宾孙漂流记,十六年前的回忆,灯光} => {手指}",0.031,1,5.706
"{鲁宾孙漂流记,手指} => {十六年前的回忆,灯光}",0.031,0.6,3.88
"{十六年前的回忆,灯光,手指} => {鲁宾孙漂流记}",0.031,0.6,4.157
"{鲁宾孙漂流记,桃花心木} => {各具特色的民居,和田的维吾尔}",0.031,1,5.706
"{各具特色的民居,和田的维吾尔,鲁宾孙漂流记} => {桃花心木}",0.031,1,5.706
"{各具特色的民居,和田的维吾尔,桃花心木} => {鲁宾孙漂流记}",0.031,0.75,5.196
"{鲁宾孙漂流记,桃花心木} => {顶碗少年}",0.031,1,4.619
"{顶碗少年,鲁宾孙漂流记} => {桃花心木}",0.031,1,5.706
"{鲁宾孙漂流记,桃花心木} => {手指}",0.031,1,5.706
"{鲁宾孙漂流记,手指} => {桃花心木}",0.031,0.6,3.424
"{各具特色的民居,和田的维吾尔,鲁宾孙漂流记} => {顶碗少年}",0.031,1,4.619
"{顶碗少年,鲁宾孙漂流记} => {各具特色的民居,和田的维吾尔}",0.031,1,5.706
"{顶碗少年,各具特色的民居,和田的维吾尔} => {鲁宾孙漂流记}",0.031,0.6,4.157
"{各具特色的民居,和田的维吾尔,鲁宾孙漂流记} => {手指}",0.031,1,5.706
"{鲁宾孙漂流记,手指} => {各具特色的民居,和田的维吾尔}",0.031,0.6,3.424
"{各具特色的民居,和田的维吾尔,手指} => {鲁宾孙漂流记}",0.031,0.6,4.157
"{顶碗少年,鲁宾孙漂流记} => {手指}",0.031,1,5.706
"{鲁宾孙漂流记,手指} => {顶碗少年}",0.031,0.6,2.771
"{十六年前的回忆,灯光,桃花心木} => {各具特色的民居,和田的维吾尔}",0.031,1,5.706
"{各具特色的民居,和田的维吾尔,桃花心木} => {十六年前的回忆,灯光}",0.031,0.75,4.85
