"rules","support","confidence","lift"
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {路旁的橡树,寓言两则}",0.031,0.909,11.782
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {珍珠泉,翠鸟}",0.031,0.909,10.711
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {燕子专列}",0.034,1,10.286
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {惊弓之鸟}",0.034,1,9.672
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {一个村庄的故事}",0.034,1,9.391
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {燕子}",0.032,0.955,6.005
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {荷花}",0.034,1,6
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {古诗两首}",0.034,1,3.224
"{绝招} => {可贵的沉默,她是我的朋友}",0.074,0.96,12.442
"{可贵的沉默,她是我的朋友} => {绝招}",0.074,0.96,12.442
"{绝招} => {七颗钻石}",0.073,0.94,11.28
"{七颗钻石} => {绝招}",0.073,0.87,11.28
"{花钟} => {蜜蜂}",0.04,0.634,4.67
"{可贵的沉默,她是我的朋友} => {七颗钻石}",0.076,0.98,11.76
"{七颗钻石} => {可贵的沉默,她是我的朋友}",0.076,0.907,11.76
"{路旁的橡树,寓言两则} => {惊弓之鸟}",0.076,0.98,9.478
"{惊弓之鸟} => {路旁的橡树,寓言两则}",0.076,0.731,9.478
"{珍珠泉,翠鸟} => {燕子专列}",0.08,0.945,9.725
"{燕子专列} => {珍珠泉,翠鸟}",0.08,0.825,9.725
"{珍珠泉,翠鸟} => {一个村庄的故事}",0.082,0.964,9.05
"{一个村庄的故事} => {珍珠泉,翠鸟}",0.082,0.768,9.05
"{风筝} => {秋天的雨}",0.09,0.853,7.272
"{秋天的雨} => {风筝}",0.09,0.763,7.272
"{灰雀} => {小摄影师}",0.085,0.764,6.689
"{小摄影师} => {灰雀}",0.085,0.743,6.689
"{燕子专列} => {一个村庄的故事}",0.09,0.921,8.646
"{一个村庄的故事} => {燕子专列}",0.09,0.841,8.646
"{燕子} => {荷花}",0.147,0.922,5.534
"{荷花} => {燕子}",0.147,0.88,5.534
"{燕子} => {古诗两首}",0.148,0.932,3.005
"{荷花} => {古诗两首}",0.156,0.935,3.015
"{矛与盾的集合,陶罐与铁罐,掌声} => {科利亚的木匣}",0.017,1,12.706
"{灰雀,奇怪的大石头,我不能失信} => {小摄影师}",0.028,1,8.757
"{奇怪的大石头,我不能失信,小摄影师} => {灰雀}",0.028,1,9
"{矛与盾的集合,陶罐与铁罐} => {科利亚的木匣}",0.015,1,12.706
"{科利亚的木匣,陶罐与铁罐} => {矛与盾的集合}",0.015,0.909,14.368
"{夸父追日,西门豹,女娲补天} => {古诗两首}",0.029,1,3.224
"{花钟,玩出了名堂,找骆驼} => {蜜蜂}",0.029,1,7.364
"{找骆驼,孔子拜师,赵州桥,一幅名扬中外的画} => {盘古开天地}",0.029,1,13.5
"{灰雀,奇怪的大石头} => {小摄影师}",0.032,1,8.757
"{奇怪的大石头,小摄影师} => {灰雀}",0.032,1,9
"{陶罐与铁罐,狮子和鹿,掌声} => {矛与盾的集合}",0.014,0.9,14.224
"{矛与盾的集合,陶罐与铁罐,狮子和鹿} => {科利亚的木匣}",0.028,1,12.706
"{科利亚的木匣,陶罐与铁罐,狮子和鹿} => {矛与盾的集合}",0.028,0.947,14.973
"{陶罐与铁罐,狮子和鹿,掌声} => {科利亚的木匣}",0.015,1,12.706
"{风筝,听听，秋的声音} => {秋天的雨}",0.028,1,8.526
"{秋天的雨,听听，秋的声音} => {风筝}",0.028,1,9.529
"{风筝,听听，秋的声音} => {古诗两首}",0.028,1,3.224
"{古诗两首,听听，秋的声音} => {风筝}",0.028,1,9.529
"{秋天的雨,听听，秋的声音} => {古诗两首}",0.028,1,3.224
"{古诗两首,听听，秋的声音} => {秋天的雨}",0.028,1,8.526
"{画杨桃,路旁的橡树,寓言两则} => {惊弓之鸟}",0.043,1,9.672
"{画杨桃,惊弓之鸟} => {路旁的橡树,寓言两则}",0.043,1,12.96
"{孔子拜师,赵州桥,一幅名扬中外的画} => {盘古开天地}",0.029,1,13.5
"{孔子拜师,盘古开天地} => {赵州桥,一幅名扬中外的画}",0.029,0.864,14.727
"{风筝,我不能失信,古诗两首} => {秋天的雨}",0.046,0.968,8.251
"{秋天的雨,我不能失信,古诗两首} => {风筝}",0.046,0.968,9.222
"{翠鸟,寓言两则} => {惊弓之鸟}",0.011,0.875,8.463
"{翠鸟,寓言两则} => {一个村庄的故事}",0.011,0.875,8.217
"{翠鸟,寓言两则} => {荷花}",0.011,0.875,5.25
"{惊弓之鸟,寓言两则} => {一个村庄的故事}",0.014,0.9,8.452
"{一个村庄的故事,寓言两则} => {惊弓之鸟}",0.014,0.75,7.254
"{惊弓之鸟,寓言两则} => {荷花}",0.011,0.7,4.2
"{荷花,寓言两则} => {惊弓之鸟}",0.011,0.7,6.77
"{惊弓之鸟,寓言两则} => {古诗两首}",0.012,0.8,2.579
"{古诗两首,寓言两则} => {惊弓之鸟}",0.012,0.8,7.737
"{一个村庄的故事,寓言两则} => {燕子}",0.014,0.75,4.718
"{燕子,寓言两则} => {一个村庄的故事}",0.014,1,9.391
"{一个村庄的故事,寓言两则} => {荷花}",0.012,0.667,4
"{荷花,寓言两则} => {一个村庄的故事}",0.012,0.8,7.513
"{一个村庄的故事,寓言两则} => {古诗两首}",0.012,0.667,2.149
"{古诗两首,寓言两则} => {一个村庄的故事}",0.012,0.8,7.513
"{荷花,寓言两则} => {古诗两首}",0.012,0.8,2.579
"{古诗两首,寓言两则} => {荷花}",0.012,0.8,4.8
"{翠鸟,惊弓之鸟} => {一个村庄的故事}",0.014,0.818,7.684
"{翠鸟,一个村庄的故事} => {惊弓之鸟}",0.014,0.9,8.704
"{翠鸟,惊弓之鸟} => {燕子}",0.011,0.636,4.004
"{翠鸟,燕子} => {惊弓之鸟}",0.011,0.875,8.463
"{翠鸟,惊弓之鸟} => {荷花}",0.014,0.818,4.909
"{翠鸟,荷花} => {惊弓之鸟}",0.014,0.643,6.217
"{翠鸟,惊弓之鸟} => {古诗两首}",0.012,0.727,2.345
"{翠鸟,古诗两首} => {惊弓之鸟}",0.012,0.8,7.737
"{翠鸟,一个村庄的故事} => {燕子}",0.011,0.7,4.404
"{翠鸟,燕子} => {一个村庄的故事}",0.011,0.875,8.217
"{翠鸟,一个村庄的故事} => {荷花}",0.014,0.9,5.4
"{翠鸟,荷花} => {一个村庄的故事}",0.014,0.643,6.037
"{翠鸟,一个村庄的故事} => {古诗两首}",0.011,0.7,2.257
"{翠鸟,古诗两首} => {一个村庄的故事}",0.011,0.7,6.574
"{翠鸟,燕子} => {荷花}",0.011,0.875,5.25
"{翠鸟,荷花} => {古诗两首}",0.015,0.714,2.303
"{翠鸟,古诗两首} => {荷花}",0.015,1,6
"{听听，秋的声音,花钟,玩出了名堂} => {蜜蜂}",0.062,1,7.364
"{蜜蜂,玩出了名堂} => {听听，秋的声音,花钟}",0.062,0.976,13.171
"{蜜蜂,听听，秋的声音,花钟} => {玩出了名堂}",0.062,0.889,13.714
"{矛与盾的集合,掌声} => {科利亚的木匣}",0.015,1,12.706
"{科利亚的木匣,掌声} => {矛与盾的集合}",0.015,0.667,10.537
"{绝招,妈妈的账单} => {可贵的沉默,她是我的朋友}",0.073,1,12.96
"{可贵的沉默,她是我的朋友,妈妈的账单} => {绝招}",0.073,1,12.96
"{绝招,可贵的沉默,她是我的朋友} => {妈妈的账单}",0.073,0.979,13.5
"{绝招,妈妈的账单} => {七颗钻石}",0.073,1,12
"{妈妈的账单,七颗钻石} => {绝招}",0.073,1,12.96
"{绝招,七颗钻石} => {妈妈的账单}",0.073,1,13.787
"{可贵的沉默,她是我的朋友,妈妈的账单} => {七颗钻石}",0.073,1,12
"{妈妈的账单,七颗钻石} => {可贵的沉默,她是我的朋友}",0.073,1,12.96
"{可贵的沉默,她是我的朋友,七颗钻石} => {妈妈的账单}",0.073,0.959,13.224
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,路旁的橡树,寓言两则} => {珍珠泉,翠鸟}",0.031,1,11.782
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,珍珠泉,翠鸟} => {路旁的橡树,寓言两则}",0.031,1,12.96
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,路旁的橡树,寓言两则} => {燕子专列}",0.031,1,10.286
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,燕子专列} => {路旁的橡树,寓言两则}",0.031,0.909,11.782
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,路旁的橡树,寓言两则} => {惊弓之鸟}",0.031,1,9.672
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,惊弓之鸟} => {路旁的橡树,寓言两则}",0.031,0.909,11.782
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,路旁的橡树,寓言两则} => {一个村庄的故事}",0.031,1,9.391
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,一个村庄的故事} => {路旁的橡树,寓言两则}",0.031,0.909,11.782
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,路旁的橡树,寓言两则} => {燕子}",0.031,1,6.291
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,燕子} => {路旁的橡树,寓言两则}",0.031,0.952,12.343
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,路旁的橡树,寓言两则} => {荷花}",0.031,1,6
"{荷花,画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {路旁的橡树,寓言两则}",0.031,0.909,11.782
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,路旁的橡树,寓言两则} => {古诗两首}",0.031,1,3.224
"{古诗两首,画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {路旁的橡树,寓言两则}",0.031,0.909,11.782
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,珍珠泉,翠鸟} => {燕子专列}",0.031,1,10.286
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,燕子专列} => {珍珠泉,翠鸟}",0.031,0.909,10.711
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,珍珠泉,翠鸟} => {惊弓之鸟}",0.031,1,9.672
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,惊弓之鸟} => {珍珠泉,翠鸟}",0.031,0.909,10.711
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,珍珠泉,翠鸟} => {一个村庄的故事}",0.031,1,9.391
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,一个村庄的故事} => {珍珠泉,翠鸟}",0.031,0.909,10.711
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,珍珠泉,翠鸟} => {燕子}",0.031,1,6.291
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,燕子} => {珍珠泉,翠鸟}",0.031,0.952,11.221
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,珍珠泉,翠鸟} => {荷花}",0.031,1,6
"{荷花,画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {珍珠泉,翠鸟}",0.031,0.909,10.711
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,珍珠泉,翠鸟} => {古诗两首}",0.031,1,3.224
"{古诗两首,画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {珍珠泉,翠鸟}",0.031,0.909,10.711
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,燕子专列} => {惊弓之鸟}",0.034,1,9.672
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,惊弓之鸟} => {燕子专列}",0.034,1,10.286
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,燕子专列} => {一个村庄的故事}",0.034,1,9.391
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,一个村庄的故事} => {燕子专列}",0.034,1,10.286
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,燕子专列} => {燕子}",0.032,0.955,6.005
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,燕子} => {燕子专列}",0.032,1,10.286
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,燕子专列} => {荷花}",0.034,1,6
"{荷花,画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {燕子专列}",0.034,1,10.286
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,燕子专列} => {古诗两首}",0.034,1,3.224
"{古诗两首,画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {燕子专列}",0.034,1,10.286
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,惊弓之鸟} => {一个村庄的故事}",0.034,1,9.391
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,一个村庄的故事} => {惊弓之鸟}",0.034,1,9.672
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,惊弓之鸟} => {燕子}",0.032,0.955,6.005
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,燕子} => {惊弓之鸟}",0.032,1,9.672
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,惊弓之鸟} => {荷花}",0.034,1,6
"{荷花,画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {惊弓之鸟}",0.034,1,9.672
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,惊弓之鸟} => {古诗两首}",0.034,1,3.224
"{古诗两首,画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {惊弓之鸟}",0.034,1,9.672
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,一个村庄的故事} => {燕子}",0.032,0.955,6.005
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,燕子} => {一个村庄的故事}",0.032,1,9.391
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,一个村庄的故事} => {荷花}",0.034,1,6
"{荷花,画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {一个村庄的故事}",0.034,1,9.391
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,一个村庄的故事} => {古诗两首}",0.034,1,3.224
"{古诗两首,画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {一个村庄的故事}",0.034,1,9.391
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,燕子} => {荷花}",0.032,1,6
"{荷花,画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {燕子}",0.032,0.955,6.005
"{画杨桃,想别人没想到的,和时间赛跑,检阅,争吵,燕子} => {古诗两首}",0.032,1,3.224
"{古诗两首,画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {燕子}",0.032,0.955,6.005
"{荷花,画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {古诗两首}",0.034,1,3.224
"{古诗两首,画杨桃,想别人没想到的,和时间赛跑,检阅,争吵} => {荷花}",0.034,1,6
"{绝招,可贵的沉默,她是我的朋友} => {七颗钻石}",0.073,0.979,11.75
"{绝招,七颗钻石} => {可贵的沉默,她是我的朋友}",0.073,1,12.96
"{可贵的沉默,她是我的朋友,七颗钻石} => {绝招}",0.073,0.959,12.431
"{花钟,灰雀} => {小摄影师}",0.012,0.667,5.838
"{路旁的橡树,寓言两则,珍珠泉,翠鸟} => {燕子专列}",0.031,1,10.286
"{路旁的橡树,寓言两则,燕子专列} => {珍珠泉,翠鸟}",0.031,0.909,10.711
"{路旁的橡树,寓言两则,珍珠泉,翠鸟} => {惊弓之鸟}",0.031,1,9.672
"{惊弓之鸟,珍珠泉,翠鸟} => {路旁的橡树,寓言两则}",0.031,0.952,12.343
"{路旁的橡树,寓言两则,珍珠泉,翠鸟} => {一个村庄的故事}",0.031,1,9.391
"{路旁的橡树,寓言两则,一个村庄的故事} => {珍珠泉,翠鸟}",0.031,0.952,11.221
"{路旁的橡树,寓言两则,珍珠泉,翠鸟} => {燕子}",0.031,1,6.291
"{路旁的橡树,寓言两则,燕子} => {珍珠泉,翠鸟}",0.031,0.952,11.221
"{燕子,珍珠泉,翠鸟} => {路旁的橡树,寓言两则}",0.031,0.8,10.368
"{路旁的橡树,寓言两则,珍珠泉,翠鸟} => {荷花}",0.031,1,6
"{荷花,路旁的橡树,寓言两则} => {珍珠泉,翠鸟}",0.031,0.952,11.221
"{荷花,珍珠泉,翠鸟} => {路旁的橡树,寓言两则}",0.031,0.909,11.782
"{路旁的橡树,寓言两则,珍珠泉,翠鸟} => {古诗两首}",0.031,1,3.224
"{古诗两首,路旁的橡树,寓言两则} => {珍珠泉,翠鸟}",0.031,1,11.782
"{古诗两首,珍珠泉,翠鸟} => {路旁的橡树,寓言两则}",0.031,0.833,10.8
"{路旁的橡树,寓言两则,燕子专列} => {惊弓之鸟}",0.032,0.955,9.232
"{惊弓之鸟,燕子专列} => {路旁的橡树,寓言两则}",0.032,0.778,10.08
"{路旁的橡树,寓言两则,燕子专列} => {一个村庄的故事}",0.032,0.955,8.964
"{路旁的橡树,寓言两则,一个村庄的故事} => {燕子专列}",0.032,1,10.286
"{路旁的橡树,寓言两则,燕子专列} => {燕子}",0.032,0.955,6.005
"{路旁的橡树,寓言两则,燕子} => {燕子专列}",0.032,1,10.286
"{燕子,燕子专列} => {路旁的橡树,寓言两则}",0.032,0.7,9.072
"{路旁的橡树,寓言两则,燕子专列} => {荷花}",0.032,0.955,5.727
"{荷花,路旁的橡树,寓言两则} => {燕子专列}",0.032,1,10.286
"{荷花,燕子专列} => {路旁的橡树,寓言两则}",0.032,0.778,10.08
"{路旁的橡树,寓言两则,燕子专列} => {古诗两首}",0.031,0.909,2.931
"{古诗两首,路旁的橡树,寓言两则} => {燕子专列}",0.031,1,10.286
"{古诗两首,燕子专列} => {路旁的橡树,寓言两则}",0.031,0.69,8.938
"{路旁的橡树,寓言两则,一个村庄的故事} => {惊弓之鸟}",0.032,1,9.672
"{惊弓之鸟,一个村庄的故事} => {路旁的橡树,寓言两则}",0.032,0.618,8.005
"{路旁的橡树,寓言两则,燕子} => {惊弓之鸟}",0.032,1,9.672
"{惊弓之鸟,燕子} => {路旁的橡树,寓言两则}",0.032,0.677,8.779
"{荷花,路旁的橡树,寓言两则} => {惊弓之鸟}",0.032,1,9.672
"{荷花,惊弓之鸟} => {路旁的橡树,寓言两则}",0.032,0.656,8.505
"{古诗两首,路旁的橡树,寓言两则} => {惊弓之鸟}",0.031,1,9.672
"{路旁的橡树,寓言两则,一个村庄的故事} => {燕子}",0.032,1,6.291
"{路旁的橡树,寓言两则,燕子} => {一个村庄的故事}",0.032,1,9.391
"{燕子,一个村庄的故事} => {路旁的橡树,寓言两则}",0.032,0.636,8.247
"{路旁的橡树,寓言两则,一个村庄的故事} => {荷花}",0.032,1,6
"{荷花,路旁的橡树,寓言两则} => {一个村庄的故事}",0.032,1,9.391
"{荷花,一个村庄的故事} => {路旁的橡树,寓言两则}",0.032,0.636,8.247
"{路旁的橡树,寓言两则,一个村庄的故事} => {古诗两首}",0.031,0.952,3.07
"{古诗两首,路旁的橡树,寓言两则} => {一个村庄的故事}",0.031,1,9.391
"{古诗两首,一个村庄的故事} => {路旁的橡树,寓言两则}",0.031,0.606,7.855
"{路旁的橡树,寓言两则,燕子} => {荷花}",0.032,1,6
"{荷花,路旁的橡树,寓言两则} => {燕子}",0.032,1,6.291
"{路旁的橡树,寓言两则,燕子} => {古诗两首}",0.031,0.952,3.07
"{古诗两首,路旁的橡树,寓言两则} => {燕子}",0.031,1,6.291
"{荷花,路旁的橡树,寓言两则} => {古诗两首}",0.031,0.952,3.07
"{古诗两首,路旁的橡树,寓言两则} => {荷花}",0.031,1,6
"{惊弓之鸟,珍珠泉,翠鸟} => {燕子专列}",0.031,0.952,9.796
"{惊弓之鸟,燕子专列} => {珍珠泉,翠鸟}",0.031,0.741,8.727
"{燕子专列,珍珠泉,翠鸟} => {一个村庄的故事}",0.079,0.981,9.211
"{一个村庄的故事,珍珠泉,翠鸟} => {燕子专列}",0.079,0.962,9.898
"{燕子专列,一个村庄的故事} => {珍珠泉,翠鸟}",0.079,0.879,10.36
"{燕子,珍珠泉,翠鸟} => {燕子专列}",0.035,0.92,9.463
"{燕子,燕子专列} => {珍珠泉,翠鸟}",0.035,0.767,9.033
"{荷花,珍珠泉,翠鸟} => {燕子专列}",0.032,0.955,9.818
"{荷花,燕子专列} => {珍珠泉,翠鸟}",0.032,0.778,9.164
"{古诗两首,珍珠泉,翠鸟} => {燕子专列}",0.034,0.917,9.429
"{古诗两首,燕子专列} => {珍珠泉,翠鸟}",0.034,0.759,8.938
"{惊弓之鸟,珍珠泉,翠鸟} => {一个村庄的故事}",0.032,1,9.391
"{惊弓之鸟,一个村庄的故事} => {珍珠泉,翠鸟}",0.032,0.618,7.277
"{惊弓之鸟,珍珠泉,翠鸟} => {燕子}",0.032,1,6.291
"{燕子,珍珠泉,翠鸟} => {惊弓之鸟}",0.032,0.84,8.124
"{惊弓之鸟,燕子} => {珍珠泉,翠鸟}",0.032,0.677,7.981
"{惊弓之鸟,珍珠泉,翠鸟} => {荷花}",0.031,0.952,5.714
"{荷花,珍珠泉,翠鸟} => {惊弓之鸟}",0.031,0.909,8.792
"{荷花,惊弓之鸟} => {珍珠泉,翠鸟}",0.031,0.625,7.364
"{惊弓之鸟,珍珠泉,翠鸟} => {古诗两首}",0.031,0.952,3.07
"{古诗两首,珍珠泉,翠鸟} => {惊弓之鸟}",0.031,0.833,8.06
"{燕子,珍珠泉,翠鸟} => {一个村庄的故事}",0.035,0.92,8.64
"{燕子,一个村庄的故事} => {珍珠泉,翠鸟}",0.035,0.697,8.212
"{荷花,珍珠泉,翠鸟} => {一个村庄的故事}",0.032,0.955,8.964
"{荷花,一个村庄的故事} => {珍珠泉,翠鸟}",0.032,0.636,7.498
"{古诗两首,珍珠泉,翠鸟} => {一个村庄的故事}",0.034,0.917,8.609
"{古诗两首,一个村庄的故事} => {珍珠泉,翠鸟}",0.034,0.667,7.855
"{燕子,珍珠泉,翠鸟} => {荷花}",0.034,0.88,5.28
"{荷花,珍珠泉,翠鸟} => {燕子}",0.034,1,6.291
"{燕子,珍珠泉,翠鸟} => {古诗两首}",0.035,0.92,2.966
"{古诗两首,珍珠泉,翠鸟} => {燕子}",0.035,0.958,6.029
"{荷花,珍珠泉,翠鸟} => {古诗两首}",0.034,1,3.224
"{古诗两首,珍珠泉,翠鸟} => {荷花}",0.034,0.917,5.5
"{风筝,灰雀} => {秋天的雨}",0.014,0.75,6.395
"{风筝,蜜蜂} => {秋天的雨}",0.012,0.615,5.247
"{风筝,古诗两首} => {秋天的雨}",0.032,0.84,7.162
"{古诗两首,秋天的雨} => {风筝}",0.032,0.875,8.338
"{风筝,灰雀} => {小摄影师}",0.012,0.667,5.838
"{风筝,蜜蜂} => {小摄影师}",0.012,0.615,5.389
"{蜜蜂,秋天的雨} => {灰雀}",0.015,0.625,5.625
"{灰雀,蜜蜂} => {秋天的雨}",0.015,0.625,5.329
"{惊弓之鸟,燕子专列} => {一个村庄的故事}",0.04,0.963,9.043
"{惊弓之鸟,一个村庄的故事} => {燕子专列}",0.04,0.765,7.866
"{惊弓之鸟,燕子专列} => {燕子}",0.039,0.926,5.825
"{燕子,燕子专列} => {惊弓之鸟}",0.039,0.833,8.06
"{惊弓之鸟,燕子} => {燕子专列}",0.039,0.806,8.295
"{惊弓之鸟,燕子专列} => {荷花}",0.039,0.926,5.556
"{荷花,燕子专列} => {惊弓之鸟}",0.039,0.926,8.955
"{荷花,惊弓之鸟} => {燕子专列}",0.039,0.781,8.036
"{惊弓之鸟,燕子专列} => {古诗两首}",0.04,0.963,3.104
"{古诗两首,燕子专列} => {惊弓之鸟}",0.04,0.897,8.671
"{古诗两首,惊弓之鸟} => {燕子专列}",0.04,0.743,7.641
"{燕子,燕子专列} => {一个村庄的故事}",0.042,0.9,8.452
"{燕子,一个村庄的故事} => {燕子专列}",0.042,0.818,8.416
"{荷花,燕子专列} => {一个村庄的故事}",0.042,1,9.391
"{荷花,一个村庄的故事} => {燕子专列}",0.042,0.818,8.416
"{古诗两首,燕子专列} => {一个村庄的故事}",0.04,0.897,8.42
"{古诗两首,一个村庄的故事} => {燕子专列}",0.04,0.788,8.104
"{燕子,燕子专列} => {荷花}",0.039,0.833,5
"{荷花,燕子专列} => {燕子}",0.039,0.926,5.825
"{燕子,燕子专列} => {古诗两首}",0.04,0.867,2.794
