"rules","support","confidence","lift"
"{Birthday,Clothes(1)} => {Food}",0.154,1,2.424
"{Clothes(1),Food} => {Ability}",0.154,1,2.424
"{Ability,Clothes(1)} => {Food}",0.154,1,2.424
"{Birthday,Clothes(1)} => {Ability}",0.154,1,2.424
"{Ability,Clothes(1)} => {Birthday}",0.154,1,2.424
"{ChildrensDay,Partsofthebody} => {Clothes(2)}",0.154,1,3.488
"{Clothes(2),Partsofthebody} => {ChildrensDay}",0.154,1,3.488
"{ChildrensDay,Partsofthebody} => {Time}",0.154,1,2.424
"{Partsofthebody,Time} => {ChildrensDay}",0.154,1,3.488
"{ChildrensDay,Time} => {Partsofthebody}",0.154,1,6.5
"{ChildrensDay,Partsofthebody} => {Food}",0.154,1,2.424
"{Food,Partsofthebody} => {ChildrensDay}",0.154,1,3.488
"{ChildrensDay,Food} => {Partsofthebody}",0.154,1,6.5
"{ChildrensDay,Partsofthebody} => {Birthday}",0.154,1,2.424
"{Birthday,Partsofthebody} => {ChildrensDay}",0.154,1,3.488
"{Birthday,ChildrensDay} => {Partsofthebody}",0.154,1,6.5
"{ChildrensDay,Partsofthebody} => {Ability}",0.154,1,2.424
"{Ability,Partsofthebody} => {ChildrensDay}",0.154,1,3.488
"{Ability,ChildrensDay} => {Partsofthebody}",0.154,1,6.5
"{Clothes(2),Partsofthebody} => {Time}",0.154,1,2.424
"{Partsofthebody,Time} => {Clothes(2)}",0.154,1,3.488
"{Clothes(2),Time} => {Partsofthebody}",0.154,1,6.5
"{Clothes(2),Partsofthebody} => {Food}",0.154,1,2.424
"{Food,Partsofthebody} => {Clothes(2)}",0.154,1,3.488
"{Clothes(2),Food} => {Partsofthebody}",0.154,1,6.5
"{Clothes(2),Partsofthebody} => {Birthday}",0.154,1,2.424
"{Birthday,Partsofthebody} => {Clothes(2)}",0.154,1,3.488
"{Birthday,Clothes(2)} => {Partsofthebody}",0.154,1,6.5
"{Clothes(2),Partsofthebody} => {Ability}",0.154,1,2.424
"{Ability,Partsofthebody} => {Clothes(2)}",0.154,1,3.488
"{Ability,Clothes(2)} => {Partsofthebody}",0.154,1,6.5
"{Partsofthebody,Time} => {Food}",0.154,1,2.424
"{Food,Partsofthebody} => {Time}",0.154,1,2.424
"{Partsofthebody,Time} => {Birthday}",0.154,1,2.424
"{Birthday,Partsofthebody} => {Time}",0.154,1,2.424
"{Partsofthebody,Time} => {Ability}",0.154,1,2.424
"{Ability,Partsofthebody} => {Time}",0.154,1,2.424
"{Food,Partsofthebody} => {Birthday}",0.154,1,2.424
"{Birthday,Partsofthebody} => {Food}",0.154,1,2.424
"{Food,Partsofthebody} => {Ability}",0.154,1,2.424
"{Ability,Partsofthebody} => {Food}",0.154,1,2.424
"{Birthday,Partsofthebody} => {Ability}",0.154,1,2.424
"{Ability,Partsofthebody} => {Birthday}",0.154,1,2.424
"{Families,HappyNewYear} => {Colors}",0.175,1,5.72
"{Colors,HappyNewYear} => {Families}",0.175,1,5.72
"{Colors,Families} => {HappyNewYear}",0.175,1,5.72
"{Families,HappyNewYear} => {SchoolThings}",0.175,1,5.72
"{HappyNewYear,SchoolThings} => {Families}",0.175,1,5.72
"{Families,SchoolThings} => {HappyNewYear}",0.175,1,5.72
"{Families,HappyNewYear} => {AgeandPhoneNumbers}",0.175,1,2.2
"{AgeandPhoneNumbers,HappyNewYear} => {Families}",0.175,1,5.72
"{AgeandPhoneNumbers,Families} => {HappyNewYear}",0.175,1,5.72
"{Families,HappyNewYear} => {Greetings}",0.175,1,2.2
"{Greetings,HappyNewYear} => {Families}",0.175,1,5.72
"{Families,Greetings} => {HappyNewYear}",0.175,1,5.72
"{Families,HappyNewYear} => {Hello}",0.175,1,2.2
"{HappyNewYear,Hello} => {Families}",0.175,1,5.72
"{Families,Hello} => {HappyNewYear}",0.175,1,5.72
"{Families,HappyNewYear} => {Numbers}",0.175,1,2.2
"{HappyNewYear,Numbers} => {Families}",0.175,1,5.72
"{Families,Numbers} => {HappyNewYear}",0.175,1,5.72
"{Colors,HappyNewYear} => {SchoolThings}",0.175,1,5.72
"{HappyNewYear,SchoolThings} => {Colors}",0.175,1,5.72
"{Colors,SchoolThings} => {HappyNewYear}",0.175,1,5.72
"{Colors,HappyNewYear} => {AgeandPhoneNumbers}",0.175,1,2.2
"{AgeandPhoneNumbers,HappyNewYear} => {Colors}",0.175,1,5.72
"{AgeandPhoneNumbers,Colors} => {HappyNewYear}",0.175,1,5.72
"{Colors,HappyNewYear} => {Greetings}",0.175,1,2.2
"{Greetings,HappyNewYear} => {Colors}",0.175,1,5.72
"{Colors,Greetings} => {HappyNewYear}",0.175,1,5.72
"{Colors,HappyNewYear} => {Hello}",0.175,1,2.2
"{HappyNewYear,Hello} => {Colors}",0.175,1,5.72
"{Colors,Hello} => {HappyNewYear}",0.175,1,5.72
"{Colors,HappyNewYear} => {Numbers}",0.175,1,2.2
"{HappyNewYear,Numbers} => {Colors}",0.175,1,5.72
"{Colors,Numbers} => {HappyNewYear}",0.175,1,5.72
"{HappyNewYear,SchoolThings} => {AgeandPhoneNumbers}",0.175,1,2.2
"{AgeandPhoneNumbers,HappyNewYear} => {SchoolThings}",0.175,1,5.72
"{AgeandPhoneNumbers,SchoolThings} => {HappyNewYear}",0.175,1,5.72
"{HappyNewYear,SchoolThings} => {Greetings}",0.175,1,2.2
"{Greetings,HappyNewYear} => {SchoolThings}",0.175,1,5.72
"{Greetings,SchoolThings} => {HappyNewYear}",0.175,1,5.72
"{HappyNewYear,SchoolThings} => {Hello}",0.175,1,2.2
"{HappyNewYear,Hello} => {SchoolThings}",0.175,1,5.72
"{Hello,SchoolThings} => {HappyNewYear}",0.175,1,5.72
"{HappyNewYear,SchoolThings} => {Numbers}",0.175,1,2.2
"{HappyNewYear,Numbers} => {SchoolThings}",0.175,1,5.72
"{Numbers,SchoolThings} => {HappyNewYear}",0.175,1,5.72
"{AgeandPhoneNumbers,HappyNewYear} => {Greetings}",0.175,1,2.2
"{Greetings,HappyNewYear} => {AgeandPhoneNumbers}",0.175,1,2.2
"{AgeandPhoneNumbers,HappyNewYear} => {Hello}",0.175,1,2.2
"{HappyNewYear,Hello} => {AgeandPhoneNumbers}",0.175,1,2.2
"{AgeandPhoneNumbers,HappyNewYear} => {Numbers}",0.175,1,2.2
"{HappyNewYear,Numbers} => {AgeandPhoneNumbers}",0.175,1,2.2
"{Greetings,HappyNewYear} => {Hello}",0.175,1,2.2
"{HappyNewYear,Hello} => {Greetings}",0.175,1,2.2
"{Greetings,HappyNewYear} => {Numbers}",0.175,1,2.2
"{HappyNewYear,Numbers} => {Greetings}",0.175,1,2.2
"{HappyNewYear,Hello} => {Numbers}",0.175,1,2.2
"{HappyNewYear,Numbers} => {Hello}",0.175,1,2.2
"{Colors,Families} => {SchoolThings}",0.175,1,5.72
"{Families,SchoolThings} => {Colors}",0.175,1,5.72
"{Colors,SchoolThings} => {Families}",0.175,1,5.72
"{Colors,Families} => {AgeandPhoneNumbers}",0.175,1,2.2
"{AgeandPhoneNumbers,Families} => {Colors}",0.175,1,5.72
"{AgeandPhoneNumbers,Colors} => {Families}",0.175,1,5.72
"{Colors,Families} => {Greetings}",0.175,1,2.2
"{Families,Greetings} => {Colors}",0.175,1,5.72
"{Colors,Greetings} => {Families}",0.175,1,5.72
"{Colors,Families} => {Hello}",0.175,1,2.2
"{Families,Hello} => {Colors}",0.175,1,5.72
"{Colors,Hello} => {Families}",0.175,1,5.72
"{Colors,Families} => {Numbers}",0.175,1,2.2
"{Families,Numbers} => {Colors}",0.175,1,5.72
"{Colors,Numbers} => {Families}",0.175,1,5.72
"{Families,SchoolThings} => {AgeandPhoneNumbers}",0.175,1,2.2
"{AgeandPhoneNumbers,Families} => {SchoolThings}",0.175,1,5.72
"{AgeandPhoneNumbers,SchoolThings} => {Families}",0.175,1,5.72
"{Families,SchoolThings} => {Greetings}",0.175,1,2.2
"{Families,Greetings} => {SchoolThings}",0.175,1,5.72
"{Greetings,SchoolThings} => {Families}",0.175,1,5.72
"{Families,SchoolThings} => {Hello}",0.175,1,2.2
"{Families,Hello} => {SchoolThings}",0.175,1,5.72
"{Hello,SchoolThings} => {Families}",0.175,1,5.72
"{Families,SchoolThings} => {Numbers}",0.175,1,2.2
"{Families,Numbers} => {SchoolThings}",0.175,1,5.72
"{Numbers,SchoolThings} => {Families}",0.175,1,5.72
"{AgeandPhoneNumbers,Families} => {Greetings}",0.175,1,2.2
"{Families,Greetings} => {AgeandPhoneNumbers}",0.175,1,2.2
"{AgeandPhoneNumbers,Families} => {Hello}",0.175,1,2.2
"{Families,Hello} => {AgeandPhoneNumbers}",0.175,1,2.2
"{AgeandPhoneNumbers,Families} => {Numbers}",0.175,1,2.2
"{Families,Numbers} => {AgeandPhoneNumbers}",0.175,1,2.2
"{Families,Greetings} => {Hello}",0.175,1,2.2
"{Families,Hello} => {Greetings}",0.175,1,2.2
"{Families,Greetings} => {Numbers}",0.175,1,2.2
"{Families,Numbers} => {Greetings}",0.175,1,2.2
"{Families,Hello} => {Numbers}",0.175,1,2.2
"{Families,Numbers} => {Hello}",0.175,1,2.2
"{Colors,SchoolThings} => {AgeandPhoneNumbers}",0.175,1,2.2
"{AgeandPhoneNumbers,Colors} => {SchoolThings}",0.175,1,5.72
"{AgeandPhoneNumbers,SchoolThings} => {Colors}",0.175,1,5.72
"{Colors,SchoolThings} => {Greetings}",0.175,1,2.2
"{Colors,Greetings} => {SchoolThings}",0.175,1,5.72
"{Greetings,SchoolThings} => {Colors}",0.175,1,5.72
"{Colors,SchoolThings} => {Hello}",0.175,1,2.2
"{Colors,Hello} => {SchoolThings}",0.175,1,5.72
"{Hello,SchoolThings} => {Colors}",0.175,1,5.72
"{Colors,SchoolThings} => {Numbers}",0.175,1,2.2
"{Colors,Numbers} => {SchoolThings}",0.175,1,5.72
"{Numbers,SchoolThings} => {Colors}",0.175,1,5.72
"{AgeandPhoneNumbers,Colors} => {Greetings}",0.175,1,2.2
"{Colors,Greetings} => {AgeandPhoneNumbers}",0.175,1,2.2
"{AgeandPhoneNumbers,Colors} => {Hello}",0.175,1,2.2
"{Colors,Hello} => {AgeandPhoneNumbers}",0.175,1,2.2
"{AgeandPhoneNumbers,Colors} => {Numbers}",0.175,1,2.2
"{Colors,Numbers} => {AgeandPhoneNumbers}",0.175,1,2.2
"{Colors,Greetings} => {Hello}",0.175,1,2.2
"{Colors,Hello} => {Greetings}",0.175,1,2.2
"{Colors,Greetings} => {Numbers}",0.175,1,2.2
"{Colors,Numbers} => {Greetings}",0.175,1,2.2
"{Colors,Hello} => {Numbers}",0.175,1,2.2
"{Colors,Numbers} => {Hello}",0.175,1,2.2
"{AgeandPhoneNumbers,SchoolThings} => {Greetings}",0.175,1,2.2
"{Greetings,SchoolThings} => {AgeandPhoneNumbers}",0.175,1,2.2
"{AgeandPhoneNumbers,SchoolThings} => {Hello}",0.175,1,2.2
"{Hello,SchoolThings} => {AgeandPhoneNumbers}",0.175,1,2.2
"{AgeandPhoneNumbers,SchoolThings} => {Numbers}",0.175,1,2.2
"{Numbers,SchoolThings} => {AgeandPhoneNumbers}",0.175,1,2.2
"{Greetings,SchoolThings} => {Hello}",0.175,1,2.2
"{Hello,SchoolThings} => {Greetings}",0.175,1,2.2
"{Greetings,SchoolThings} => {Numbers}",0.175,1,2.2
"{Numbers,SchoolThings} => {Greetings}",0.175,1,2.2
"{Hello,SchoolThings} => {Numbers}",0.175,1,2.2
"{Numbers,SchoolThings} => {Hello}",0.175,1,2.2
"{ChildrensDay,Time} => {Clothes(2)}",0.154,1,3.488
"{Clothes(2),Time} => {ChildrensDay}",0.154,1,3.488
"{ChildrensDay,Food} => {Clothes(2)}",0.154,1,3.488
"{Clothes(2),Food} => {ChildrensDay}",0.154,1,3.488
"{Birthday,ChildrensDay} => {Clothes(2)}",0.154,1,3.488
"{Birthday,Clothes(2)} => {ChildrensDay}",0.154,1,3.488
"{Ability,ChildrensDay} => {Clothes(2)}",0.154,1,3.488
"{Ability,Clothes(2)} => {ChildrensDay}",0.154,1,3.488
"{ChildrensDay,Time} => {Food}",0.154,1,2.424
"{ChildrensDay,Food} => {Time}",0.154,1,2.424
"{ChildrensDay,Time} => {Birthday}",0.154,1,2.424
"{Birthday,ChildrensDay} => {Time}",0.154,1,2.424
"{ChildrensDay,Time} => {Ability}",0.154,1,2.424
"{Ability,ChildrensDay} => {Time}",0.154,1,2.424
"{ChildrensDay,Food} => {Birthday}",0.154,1,2.424
"{Birthday,ChildrensDay} => {Food}",0.154,1,2.424
"{ChildrensDay,Food} => {Ability}",0.154,1,2.424
"{Ability,ChildrensDay} => {Food}",0.154,1,2.424
"{Birthday,ChildrensDay} => {Ability}",0.154,1,2.424
"{Ability,ChildrensDay} => {Birthday}",0.154,1,2.424
"{Clothes(2),Time} => {Food}",0.154,1,2.424
"{Clothes(2),Food} => {Time}",0.154,1,2.424
"{Clothes(2),Time} => {Birthday}",0.154,1,2.424
"{Birthday,Clothes(2)} => {Time}",0.154,1,2.424
"{Clothes(2),Time} => {Ability}",0.154,1,2.424
"{Ability,Clothes(2)} => {Time}",0.154,1,2.424
"{Clothes(2),Food} => {Birthday}",0.154,1,2.424
"{Birthday,Clothes(2)} => {Food}",0.154,1,2.424
"{Clothes(2),Food} => {Ability}",0.154,1,2.424
"{Ability,Clothes(2)} => {Food}",0.154,1,2.424
"{Birthday,Clothes(2)} => {Ability}",0.154,1,2.424
"{Ability,Clothes(2)} => {Birthday}",0.154,1,2.424
"{Food,Time} => {Birthday}",0.413,1,2.424
"{Birthday,Time} => {Food}",0.413,1,2.424
"{Birthday,Food} => {Time}",0.413,1,2.424
"{Food,Time} => {Ability}",0.413,1,2.424
"{Ability,Time} => {Food}",0.413,1,2.424
"{Ability,Food} => {Time}",0.413,1,2.424
"{Birthday,Time} => {Ability}",0.413,1,2.424
"{Ability,Time} => {Birthday}",0.413,1,2.424
"{Ability,Birthday} => {Time}",0.413,1,2.424
"{Birthday,Food} => {Ability}",0.413,1,2.424
"{Ability,Food} => {Birthday}",0.413,1,2.424
"{Ability,Birthday} => {Food}",0.413,1,2.424
"{AgeandPhoneNumbers,Greetings} => {Hello}",0.455,1,2.2
"{AgeandPhoneNumbers,Hello} => {Greetings}",0.455,1,2.2
"{Greetings,Hello} => {AgeandPhoneNumbers}",0.455,1,2.2
"{AgeandPhoneNumbers,Greetings} => {Numbers}",0.455,1,2.2
"{AgeandPhoneNumbers,Numbers} => {Greetings}",0.455,1,2.2
"{Greetings,Numbers} => {AgeandPhoneNumbers}",0.455,1,2.2
"{AgeandPhoneNumbers,Hello} => {Numbers}",0.455,1,2.2
"{AgeandPhoneNumbers,Numbers} => {Hello}",0.455,1,2.2
"{Hello,Numbers} => {AgeandPhoneNumbers}",0.455,1,2.2
"{Greetings,Hello} => {Numbers}",0.455,1,2.2
"{Greetings,Numbers} => {Hello}",0.455,1,2.2
"{Hello,Numbers} => {Greetings}",0.455,1,2.2
"{ChildrensDay,Clothes(1),Partsofthebody} => {Clothes(2)}",0.154,1,3.488
"{Clothes(1),Clothes(2),Partsofthebody} => {ChildrensDay}",0.154,1,3.488
"{ChildrensDay,Clothes(1),Clothes(2)} => {Partsofthebody}",0.154,1,6.5
"{ChildrensDay,Clothes(2),Partsofthebody} => {Clothes(1)}",0.154,1,6.5
"{ChildrensDay,Clothes(1),Partsofthebody} => {Time}",0.154,1,2.424
"{Clothes(1),Partsofthebody,Time} => {ChildrensDay}",0.154,1,3.488
"{ChildrensDay,Clothes(1),Time} => {Partsofthebody}",0.154,1,6.5
"{ChildrensDay,Partsofthebody,Time} => {Clothes(1)}",0.154,1,6.5
"{ChildrensDay,Clothes(1),Partsofthebody} => {Food}",0.154,1,2.424
"{Clothes(1),Food,Partsofthebody} => {ChildrensDay}",0.154,1,3.488
"{ChildrensDay,Clothes(1),Food} => {Partsofthebody}",0.154,1,6.5
"{ChildrensDay,Food,Partsofthebody} => {Clothes(1)}",0.154,1,6.5
"{ChildrensDay,Clothes(1),Partsofthebody} => {Birthday}",0.154,1,2.424
"{Birthday,Clothes(1),Partsofthebody} => {ChildrensDay}",0.154,1,3.488
"{Birthday,ChildrensDay,Clothes(1)} => {Partsofthebody}",0.154,1,6.5
"{Birthday,ChildrensDay,Partsofthebody} => {Clothes(1)}",0.154,1,6.5
"{ChildrensDay,Clothes(1),Partsofthebody} => {Ability}",0.154,1,2.424
"{Ability,Clothes(1),Partsofthebody} => {ChildrensDay}",0.154,1,3.488
"{Ability,ChildrensDay,Clothes(1)} => {Partsofthebody}",0.154,1,6.5
"{Ability,ChildrensDay,Partsofthebody} => {Clothes(1)}",0.154,1,6.5
"{Clothes(1),Clothes(2),Partsofthebody} => {Time}",0.154,1,2.424
"{Clothes(1),Partsofthebody,Time} => {Clothes(2)}",0.154,1,3.488
"{Clothes(1),Clothes(2),Time} => {Partsofthebody}",0.154,1,6.5
"{Clothes(2),Partsofthebody,Time} => {Clothes(1)}",0.154,1,6.5
"{Clothes(1),Clothes(2),Partsofthebody} => {Food}",0.154,1,2.424
"{Clothes(1),Food,Partsofthebody} => {Clothes(2)}",0.154,1,3.488
"{Clothes(1),Clothes(2),Food} => {Partsofthebody}",0.154,1,6.5
"{Clothes(2),Food,Partsofthebody} => {Clothes(1)}",0.154,1,6.5
"{Clothes(1),Clothes(2),Partsofthebody} => {Birthday}",0.154,1,2.424
"{Birthday,Clothes(1),Partsofthebody} => {Clothes(2)}",0.154,1,3.488
"{Birthday,Clothes(1),Clothes(2)} => {Partsofthebody}",0.154,1,6.5
"{Birthday,Clothes(2),Partsofthebody} => {Clothes(1)}",0.154,1,6.5
"{Clothes(1),Clothes(2),Partsofthebody} => {Ability}",0.154,1,2.424
"{Ability,Clothes(1),Partsofthebody} => {Clothes(2)}",0.154,1,3.488
"{Ability,Clothes(1),Clothes(2)} => {Partsofthebody}",0.154,1,6.5
"{Ability,Clothes(2),Partsofthebody} => {Clothes(1)}",0.154,1,6.5
"{Clothes(1),Partsofthebody,Time} => {Food}",0.154,1,2.424
"{Clothes(1),Food,Partsofthebody} => {Time}",0.154,1,2.424
"{Clothes(1),Food,Time} => {Partsofthebody}",0.154,1,6.5
"{Food,Partsofthebody,Time} => {Clothes(1)}",0.154,1,6.5
"{Clothes(1),Partsofthebody,Time} => {Birthday}",0.154,1,2.424
"{Birthday,Clothes(1),Partsofthebody} => {Time}",0.154,1,2.424
"{Birthday,Clothes(1),Time} => {Partsofthebody}",0.154,1,6.5
"{Birthday,Partsofthebody,Time} => {Clothes(1)}",0.154,1,6.5
"{Clothes(1),Partsofthebody,Time} => {Ability}",0.154,1,2.424
"{Ability,Clothes(1),Partsofthebody} => {Time}",0.154,1,2.424
"{Ability,Clothes(1),Time} => {Partsofthebody}",0.154,1,6.5
"{Ability,Partsofthebody,Time} => {Clothes(1)}",0.154,1,6.5
"{Clothes(1),Food,Partsofthebody} => {Birthday}",0.154,1,2.424
"{Birthday,Clothes(1),Partsofthebody} => {Food}",0.154,1,2.424
"{Birthday,Clothes(1),Food} => {Partsofthebody}",0.154,1,6.5
"{Birthday,Food,Partsofthebody} => {Clothes(1)}",0.154,1,6.5
"{Clothes(1),Food,Partsofthebody} => {Ability}",0.154,1,2.424
"{Ability,Clothes(1),Partsofthebody} => {Food}",0.154,1,2.424
"{Ability,Clothes(1),Food} => {Partsofthebody}",0.154,1,6.5
"{Ability,Food,Partsofthebody} => {Clothes(1)}",0.154,1,6.5
"{Birthday,Clothes(1),Partsofthebody} => {Ability}",0.154,1,2.424
"{Ability,Clothes(1),Partsofthebody} => {Birthday}",0.154,1,2.424
"{Ability,Birthday,Clothes(1)} => {Partsofthebody}",0.154,1,6.5
"{Ability,Birthday,Partsofthebody} => {Clothes(1)}",0.154,1,6.5
"{ChildrensDay,Clothes(1),Clothes(2)} => {Time}",0.154,1,2.424
"{ChildrensDay,Clothes(1),Time} => {Clothes(2)}",0.154,1,3.488
"{Clothes(1),Clothes(2),Time} => {ChildrensDay}",0.154,1,3.488
"{ChildrensDay,Clothes(2),Time} => {Clothes(1)}",0.154,1,6.5
"{ChildrensDay,Clothes(1),Clothes(2)} => {Food}",0.154,1,2.424
"{ChildrensDay,Clothes(1),Food} => {Clothes(2)}",0.154,1,3.488
"{Clothes(1),Clothes(2),Food} => {ChildrensDay}",0.154,1,3.488
"{ChildrensDay,Clothes(2),Food} => {Clothes(1)}",0.154,1,6.5
"{ChildrensDay,Clothes(1),Clothes(2)} => {Birthday}",0.154,1,2.424
"{Birthday,ChildrensDay,Clothes(1)} => {Clothes(2)}",0.154,1,3.488
