"rules","support","confidence","lift"
"{看雪} => {小柳树和小枣树}",0.065,0.698,9.757
"{小柳树和小枣树} => {坐井观天}",0.07,0.976,6.817
"{小柳树和小枣树} => {我要的是葫芦}",0.072,1,6.741
"{动手做做看,邮票齿孔的故事,画风} => {北京亮起来了}",0.089,0.981,7.205
"{北京亮起来了} => {动手做做看,邮票齿孔的故事,画风}",0.089,0.654,7.205
"{难忘的一天,欢庆} => {北京}",0.068,0.867,6.449
"{看雪} => {坐井观天}",0.084,0.906,6.329
"{看雪} => {我要的是葫芦}",0.08,0.868,5.851
"{我选我} => {一分钟}",0.101,0.892,7.004
"{一分钟} => {我选我}",0.101,0.795,7.004
"{坐井观天} => {我要的是葫芦}",0.113,0.793,5.344
"{我要的是葫芦} => {坐井观天}",0.113,0.765,5.344
"{充气雨衣,最大的“书”,要是你再野外迷了路,要是你在野外迷了路} => {古诗两首}",0.017,1,8.953
"{雷雨,最大的“书”,要是你再野外迷了路,要是你在野外迷了路} => {古诗两首}",0.017,1,8.953
"{小柳树和小枣树,风娃娃,坐井观天} => {我要的是葫芦}",0.03,1,6.741
"{我要的是葫芦,小柳树和小枣树,风娃娃} => {坐井观天}",0.03,1,6.988
"{雷锋叔叔，你在哪里,我不是最弱小的,小鹿的玫瑰花} => {泉水}",0.033,1,11.235
"{充气雨衣,最大的“书”,要是你再野外迷了路} => {古诗两首}",0.031,1,8.953
"{雷雨,最大的“书”,要是你再野外迷了路} => {古诗两首}",0.031,1,8.953
"{难忘的一天,一株紫丁香} => {我选我}",0.033,1,8.815
"{难忘的一天,一株紫丁香} => {一分钟}",0.033,1,7.849
"{难忘的一天,我选我} => {一分钟}",0.033,0.95,7.457
"{难忘的一天,一分钟} => {我选我}",0.033,1,8.815
"{难忘的一天,欢庆,我们成功了} => {北京}",0.052,0.968,7.202
"{北京,我们成功了} => {难忘的一天,欢庆}",0.052,1,12.733
"{北京,难忘的一天,欢庆} => {我们成功了}",0.052,0.769,13.774
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花} => {泉水}",0.03,1,11.235
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花} => {北京亮起来了}",0.03,1,7.346
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节} => {泉水}",0.03,1,11.235
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水} => {日月潭,葡萄沟,难忘的泼水节}",0.03,0.944,14.626
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节} => {北京亮起来了}",0.03,1,7.346
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫} => {泉水}",0.03,1,11.235
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水} => {动手做做看,邮票齿孔的故事,画风}",0.03,0.944,10.407
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水} => {找春天,古诗两首}",0.03,0.944,8.456
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水} => {北京亮起来了}",0.03,0.944,6.938
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫} => {泉水}",0.03,1,11.235
"{卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节} => {北京亮起来了}",0.035,1,7.346
"{北京亮起来了,卡罗尔和她的小猫} => {日月潭,葡萄沟,难忘的泼水节}",0.035,0.833,12.905
"{充气雨衣,雷雨} => {古诗两首}",0.049,0.966,8.644
"{日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {泉水}",0.03,1,11.235
"{日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,笋芽儿,小鹿的玫瑰花} => {日月潭,葡萄沟,难忘的泼水节}",0.03,0.944,14.626
"{动手做做看,邮票齿孔的故事,画风,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,笋芽儿,小鹿的玫瑰花} => {泉水}",0.03,1,11.235
"{泉水,笋芽儿,小鹿的玫瑰花} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,笋芽儿,小鹿的玫瑰花} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,笋芽儿,小鹿的玫瑰花} => {动手做做看,邮票齿孔的故事,画风}",0.03,0.944,10.407
"{笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{泉水,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,0.944,8.456
"{泉水,笋芽儿,小鹿的玫瑰花} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,笋芽儿,小鹿的玫瑰花} => {泉水}",0.03,0.944,10.611
"{我选我,一株紫丁香} => {一分钟}",0.037,0.955,7.493
"{一分钟,一株紫丁香} => {我选我}",0.037,0.955,8.415
"{《古诗两首》,一株紫丁香,我选我} => {一分钟}",0.056,0.97,7.611
"{《古诗两首》,一株紫丁香,一分钟} => {我选我}",0.056,0.97,8.548
"{北京,黄山奇石} => {我要的是葫芦}",0.012,0.636,4.29
"{黄山奇石,坐井观天} => {我要的是葫芦}",0.012,0.636,4.29
"{欢庆,我们成功了,看雪} => {北京}",0.038,0.88,6.549
"{北京,我们成功了,看雪} => {欢庆}",0.038,0.815,12.969
"{北京,欢庆} => {我们成功了,看雪}",0.038,0.815,13.732
"{动手做做看,邮票齿孔的故事,画风,日月潭,葡萄沟,难忘的泼水节} => {找春天,古诗两首}",0.03,1,8.953
"{日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,找春天,古诗两首} => {日月潭,葡萄沟,难忘的泼水节}",0.03,0.944,14.626
"{动手做做看,邮票齿孔的故事,画风,日月潭,葡萄沟,难忘的泼水节} => {泉水}",0.03,1,11.235
"{泉水,日月潭,葡萄沟,难忘的泼水节} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,泉水} => {日月潭,葡萄沟,难忘的泼水节}",0.03,0.895,13.856
"{动手做做看,邮票齿孔的故事,画风,日月潭,葡萄沟,难忘的泼水节} => {北京亮起来了}",0.03,1,7.346
"{日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{泉水,日月潭,葡萄沟,难忘的泼水节} => {找春天,古诗两首}",0.03,1,8.953
"{泉水,找春天,古诗两首} => {日月潭,葡萄沟,难忘的泼水节}",0.03,0.81,12.537
"{日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,找春天,古诗两首} => {日月潭,葡萄沟,难忘的泼水节}",0.03,0.85,13.164
"{泉水,日月潭,葡萄沟,难忘的泼水节} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,泉水} => {日月潭,葡萄沟,难忘的泼水节}",0.03,0.773,11.967
"{看雪,小柳树和小枣树} => {坐井观天}",0.065,1,6.988
"{小柳树和小枣树,坐井观天} => {看雪}",0.065,0.925,10
"{看雪,坐井观天} => {小柳树和小枣树}",0.065,0.771,10.773
"{看雪,小柳树和小枣树} => {我要的是葫芦}",0.065,1,6.741
"{我要的是葫芦,小柳树和小枣树} => {看雪}",0.065,0.902,9.757
"{看雪,我要的是葫芦} => {小柳树和小枣树}",0.065,0.804,11.241
"{小柳树和小枣树,坐井观天} => {我要的是葫芦}",0.07,1,6.741
"{我要的是葫芦,小柳树和小枣树} => {坐井观天}",0.07,0.976,6.817
"{我要的是葫芦,坐井观天} => {小柳树和小枣树}",0.07,0.615,8.6
"{动手做做看,邮票齿孔的故事,画风,找春天,古诗两首} => {泉水}",0.031,1,11.235
"{动手做做看,邮票齿孔的故事,画风,泉水} => {找春天,古诗两首}",0.031,0.947,8.482
"{泉水,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.031,0.857,9.445
"{动手做做看,邮票齿孔的故事,画风,找春天,古诗两首} => {北京亮起来了}",0.03,0.944,6.938
"{北京亮起来了,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,0.85,9.366
"{动手做做看,邮票齿孔的故事,画风,泉水} => {北京亮起来了}",0.031,0.947,6.96
"{北京亮起来了,泉水} => {动手做做看,邮票齿孔的故事,画风}",0.031,0.818,9.016
"{难忘的一天,欢庆,一分钟} => {坐井观天}",0.012,0.636,4.447
"{难忘的一天,欢庆,坐井观天} => {一分钟}",0.012,0.778,6.105
"{难忘的一天,欢庆,一分钟} => {我要的是葫芦}",0.014,0.727,4.903
"{难忘的一天,欢庆,我要的是葫芦} => {一分钟}",0.014,0.889,6.977
"{泉水,找春天,古诗两首} => {北京亮起来了}",0.035,0.952,6.996
"{北京亮起来了,找春天,古诗两首} => {泉水}",0.035,1,11.235
"{北京亮起来了,泉水} => {找春天,古诗两首}",0.035,0.909,8.139
"{北京,看雪} => {坐井观天}",0.012,0.778,5.435
"{看雪,坐井观天} => {我要的是葫芦}",0.072,0.854,5.758
"{看雪,我要的是葫芦} => {坐井观天}",0.072,0.891,6.228
"{我要的是葫芦,坐井观天} => {看雪}",0.072,0.631,6.819
"{北京,一分钟} => {我要的是葫芦}",0.012,0.636,4.29
"{充气雨衣,雷雨,最大的“书”,要是你再野外迷了路,要是你在野外迷了路} => {古诗两首}",0.017,1,8.953
"{充气雨衣,雷雨,最大的“书”,要是你再野外迷了路} => {古诗两首}",0.031,1,8.953
"{难忘的一天,我选我,一株紫丁香} => {一分钟}",0.033,1,7.849
"{难忘的一天,一分钟,一株紫丁香} => {我选我}",0.033,1,8.815
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {泉水}",0.03,1,11.235
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {北京亮起来了}",0.03,1,7.346
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花} => {泉水}",0.03,1,11.235
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,笋芽儿,小鹿的玫瑰花} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,笋芽儿,小鹿的玫瑰花} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,笋芽儿,小鹿的玫瑰花} => {泉水}",0.03,1,11.235
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节} => {泉水}",0.03,1,11.235
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,日月潭,葡萄沟,难忘的泼水节} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,日月潭,葡萄沟,难忘的泼水节} => {泉水}",0.03,1,11.235
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水} => {找春天,古诗两首}",0.03,1,8.953
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫} => {找春天,古诗两首}",0.03,1,8.953
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫} => {泉水}",0.03,1,11.235
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{北京亮起来了,雷锋叔叔，你在哪里,我不是最弱小的,卡罗尔和她的小猫,泉水} => {找春天,古诗两首}",0.03,1,8.953
"{动手做做看,邮票齿孔的故事,画风,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {泉水}",0.03,1,11.235
"{泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{泉水,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,日月潭,葡萄沟,难忘的泼水节,笋芽儿,小鹿的玫瑰花} => {泉水}",0.03,1,11.235
"{动手做做看,邮票齿孔的故事,画风,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{动手做做看,邮票齿孔的故事,画风,泉水,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{泉水,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{北京亮起来了,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,泉水,笋芽儿,小鹿的玫瑰花} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,笋芽儿,小鹿的玫瑰花} => {泉水}",0.03,1,11.235
"{北京亮起来了,泉水,笋芽儿,小鹿的玫瑰花} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{泉水,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,笋芽儿,小鹿的玫瑰花,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{北京亮起来了,泉水,笋芽儿,小鹿的玫瑰花} => {找春天,古诗两首}",0.03,1,8.953
"{动手做做看,邮票齿孔的故事,画风,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {泉水}",0.03,1,11.235
"{动手做做看,邮票齿孔的故事,画风,泉水,日月潭,葡萄沟,难忘的泼水节} => {找春天,古诗两首}",0.03,1,8.953
"{泉水,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,泉水,找春天,古诗两首} => {日月潭,葡萄沟,难忘的泼水节}",0.03,0.944,14.626
"{动手做做看,邮票齿孔的故事,画风,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,日月潭,葡萄沟,难忘的泼水节} => {找春天,古诗两首}",0.03,1,8.953
"{北京亮起来了,日月潭,葡萄沟,难忘的泼水节,找春天,古诗两首} => {动手做做看,邮票齿孔的故事,画风}",0.03,1,11.019
"{动手做做看,邮票齿孔的故事,画风,泉水,日月潭,葡萄沟,难忘的泼水节} => {北京亮起来了}",0.03,1,7.346
"{北京亮起来了,动手做做看,邮票齿孔的故事,画风,日月潭,葡萄沟,难忘的泼水节} => {泉水}",0.03,1,11.235
